Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_(USD),Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Loyalty_Score_A,Loyalty_Score_B,Satisfaction_Flag,Value_Tier,Retention_Rate_%,Dependency_Rate_%
1972,54,Male,Hat,Accessories,29,Pennsylvania,XL,Indigo,Spring,3.4,No,Next Day Air,0,0,1,Venmo,Monthly,58,39.44,0,Mid Value,3.92,0.0
1973,54,Male,Backpack,Accessories,31,Louisiana,M,Silver,Summer,3.3,No,Express,0,0,48,PayPal,Every 3 Months,1519,1002.5399999999998,0,High Value,96.08,0.0
1974,24,Male,Skirt,Clothing,20,Maryland,XL,Red,Fall,4.5,No,Standard,0,0,9,Venmo,Every 3 Months,200,180.0,1,Mid Value,19.61,0.0
1975,27,Male,Gloves,Accessories,44,Tennessee,M,Peach,Winter,4.6,No,2-Day Shipping,0,0,2,PayPal,Fortnightly,132,121.44,1,Mid Value,5.88,0.0
1976,53,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,2.9,No,Express,0,0,4,Cash,Quarterly,385,223.29999999999998,0,Mid Value,9.8,0.0
1977,32,Male,Handbag,Accessories,51,Wyoming,M,Pink,Spring,3.2,No,Next Day Air,0,0,43,PayPal,Fortnightly,2244,1436.16,0,High Value,86.27,0.0
1978,24,Male,Sandals,Footwear,49,Florida,M,Teal,Summer,2.6,No,Free Shipping,0,0,32,Bank Transfer,Annually,1617,840.84,0,High Value,64.71,0.0
1979,45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Store Pickup,0,0,1,Cash,Quarterly,156,118.56,0,Mid Value,3.92,0.0
1980,49,Male,Jeans,Clothing,98,Tennessee,L,Blue,Spring,2.8,No,Store Pickup,0,0,38,Debit Card,Fortnightly,3822,2140.3199999999997,0,High Value,76.47,0.0
1981,51,Male,Sandals,Footwear,94,Iowa,M,Green,Winter,4.4,No,Store Pickup,0,0,25,PayPal,Fortnightly,2444,2150.7200000000003,1,High Value,50.98,0.0
1982,69,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,4.7,No,Express,0,0,42,PayPal,Quarterly,3913,3678.2200000000003,1,High Value,84.31,0.0
1983,41,Male,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,2.7,No,2-Day Shipping,0,0,32,PayPal,Monthly,2541,1372.14,0,High Value,64.71,0.0
1984,59,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,No,Next Day Air,0,0,21,Debit Card,Quarterly,2134,1109.68,0,High Value,43.14,0.0
1985,26,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4,No,2-Day Shipping,0,0,26,PayPal,Fortnightly,1566,1064.8799999999999,0,High Value,52.94,0.0
1986,23,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9,No,2-Day Shipping,0,0,6,Credit Card,Fortnightly,679,529.62,0,Mid Value,13.73,0.0
1987,62,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4,No,2-Day Shipping,0,0,14,Venmo,Quarterly,720,489.59999999999997,0,Mid Value,29.41,0.0
1988,69,Male,Belt,Accessories,23,Vermont,XL,White,Summer,3.4,No,Express,0,0,4,Cash,Quarterly,115,78.19999999999999,0,Mid Value,9.8,0.0
1989,46,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9,No,Free Shipping,0,0,26,Bank Transfer,Weekly,2133,1663.74,0,High Value,52.94,0.0
1990,35,Male,Jewelry,Accessories,42,Maryland,S,Charcoal,Spring,4.0,No,Express,0,0,39,PayPal,Bi-Weekly,1680,1344.0,1,High Value,78.43,0.0
1991,32,Male,Backpack,Accessories,95,Connecticut,L,White,Spring,3.4,No,2-Day Shipping,0,0,15,PayPal,Annually,1520,1033.6,0,High Value,31.37,0.0
1992,46,Male,Sneakers,Footwear,29,Missouri,M,Brown,Summer,3.7,No,Next Day Air,0,0,1,Venmo,Every 3 Months,58,42.92,0,Mid Value,3.92,0.0
1993,33,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,4.9,No,2-Day Shipping,0,0,28,Venmo,Monthly,2842,2785.1600000000003,1,High Value,56.86,0.0
1994,32,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5.0,No,Express,0,0,17,Cash,Weekly,1728,1728.0,1,High Value,35.29,0.0
1995,33,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,2.9,No,Next Day Air,0,0,24,Credit Card,Weekly,1650,956.9999999999999,0,High Value,49.02,0.0
1996,67,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3.0,No,Standard,0,0,29,Debit Card,Quarterly,2400,1440.0,0,High Value,58.82,0.0
1997,67,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,3.3,No,Next Day Air,0,0,18,Cash,Every 3 Months,513,338.58,0,Mid Value,37.25,0.0
1998,42,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,4.7,No,Express,0,0,10,Debit Card,Bi-Weekly,275,258.5,1,Mid Value,21.57,0.0
1999,20,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,3.4,No,2-Day Shipping,0,0,19,Cash,Quarterly,900,612.0,0,Mid Value,39.22,0.0
2000,39,Male,Socks,Clothing,89,Tennessee,L,Indigo,Winter,4.6,No,2-Day Shipping,0,0,26,Debit Card,Monthly,2403,2210.7599999999998,1,High Value,52.94,0.0
2001,26,Male,Belt,Accessories,27,California,M,Lavender,Winter,3.6,No,2-Day Shipping,0,0,25,Cash,Bi-Weekly,702,505.44,0,Mid Value,50.98,0.0
2002,51,Male,Sunglasses,Accessories,90,Wyoming,S,Purple,Winter,2.6,No,Free Shipping,0,0,2,Debit Card,Fortnightly,270,140.4,0,Mid Value,5.88,0.0
2003,31,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.7,No,Express,0,0,19,PayPal,Every 3 Months,1300,702.0,0,Mid Value,39.22,0.0
2004,68,Male,Sneakers,Footwear,72,Maine,S,Blue,Spring,3.1,No,Express,0,0,32,Cash,Quarterly,2376,1473.12,0,High Value,64.71,0.0
2005,44,Male,Shoes,Footwear,70,Georgia,L,Blue,Fall,3.2,No,2-Day Shipping,0,0,13,Cash,Bi-Weekly,980,627.2,0,Mid Value,27.45,0.0
2006,18,Male,Sandals,Footwear,82,Tennessee,M,Cyan,Winter,3.4,No,Store Pickup,0,0,30,PayPal,Fortnightly,2542,1728.56,0,High Value,60.78,0.0
2007,58,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,4.4,No,Express,0,0,2,Credit Card,Annually,291,256.08000000000004,1,Mid Value,5.88,0.0
2008,26,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,3.2,No,2-Day Shipping,0,0,8,PayPal,Quarterly,225,144.0,0,Mid Value,17.65,0.0
2009,57,Male,Skirt,Clothing,48,Florida,M,Gray,Spring,2.5,No,Free Shipping,0,0,27,PayPal,Every 3 Months,1344,672.0,0,Mid Value,54.9,0.0
2010,37,Male,Boots,Footwear,99,Alabama,M,Indigo,Summer,3.8,No,Next Day Air,0,0,26,Venmo,Bi-Weekly,2673,2031.48,0,High Value,52.94,0.0
2011,24,Male,Sweater,Clothing,21,Texas,M,Maroon,Summer,4.4,No,2-Day Shipping,0,0,3,Debit Card,Bi-Weekly,84,73.92000000000002,1,Mid Value,7.84,0.0
2012,57,Male,Sandals,Footwear,94,West Virginia,M,Beige,Spring,3.7,No,Express,0,0,4,Bank Transfer,Monthly,470,347.8,0,Mid Value,9.8,0.0
2013,48,Male,Jeans,Clothing,53,Nevada,L,Green,Fall,3.2,No,Store Pickup,0,0,5,Cash,Fortnightly,318,203.52,0,Mid Value,11.76,0.0
2014,39,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,No,Standard,0,0,25,Debit Card,Quarterly,1820,1783.6000000000001,1,High Value,50.98,0.0
2015,51,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,3.9,No,Standard,0,0,47,PayPal,Bi-Weekly,1248,973.44,0,High Value,94.12,0.0
2016,57,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Next Day Air,0,0,8,Credit Card,Fortnightly,738,664.2,1,Mid Value,17.65,0.0
2017,53,Male,Shoes,Footwear,47,Maine,S,Violet,Winter,3.4,No,Standard,0,0,20,Debit Card,Fortnightly,987,671.16,0,Mid Value,41.18,0.0
2018,70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Next Day Air,0,0,42,Bank Transfer,Every 3 Months,1376,1128.32,1,High Value,84.31,0.0
2019,60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Store Pickup,0,0,20,Bank Transfer,Weekly,2037,1833.3,1,High Value,41.18,0.0
2020,31,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,No,Store Pickup,0,0,23,Cash,Fortnightly,1632,1534.0800000000002,1,High Value,47.06,0.0
2021,41,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,No,Next Day Air,0,0,26,Cash,Quarterly,621,596.16,1,Mid Value,52.94,0.0
2022,62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,No,Standard,0,0,48,Venmo,Quarterly,1617,1422.9600000000003,1,High Value,96.08,0.0
2023,59,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,4.0,No,Store Pickup,0,0,16,Cash,Bi-Weekly,646,516.8000000000001,1,Mid Value,33.33,0.0
2024,46,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.1,No,Store Pickup,0,0,28,Cash,Bi-Weekly,1972,1617.04,1,High Value,56.86,0.0
2025,62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Express,0,0,39,PayPal,Weekly,920,680.8,0,Mid Value,78.43,0.0
2026,42,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3.0,No,Express,0,0,43,Debit Card,Fortnightly,1276,765.6,0,Mid Value,86.27,0.0
2027,37,Male,Scarf,Accessories,35,Maine,M,Orange,Winter,3.6,No,Express,0,0,45,Bank Transfer,Every 3 Months,1610,1159.2,0,High Value,90.2,0.0
2028,50,Male,Shoes,Footwear,73,Nebraska,S,Gold,Fall,4.8,No,Standard,0,0,50,Credit Card,Every 3 Months,3723,3574.08,1,High Value,100.0,0.0
2029,29,Male,Shoes,Footwear,84,Ohio,XL,Purple,Fall,3.7,No,2-Day Shipping,0,0,10,Venmo,Bi-Weekly,924,683.76,0,Mid Value,21.57,0.0
2030,25,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.6,No,Next Day Air,0,0,40,PayPal,Quarterly,943,867.56,1,High Value,80.39,0.0
2031,66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Standard,0,0,38,Credit Card,Monthly,2613,1463.2799999999997,0,High Value,76.47,0.0
2032,21,Male,Socks,Clothing,51,North Carolina,L,Charcoal,Spring,4.0,No,Standard,0,0,2,Credit Card,Monthly,153,122.4,1,Mid Value,5.88,0.0
2033,46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Next Day Air,0,0,13,Cash,Annually,504,423.36,1,Mid Value,27.45,0.0
2034,57,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Express,0,0,33,Venmo,Annually,1870,1346.3999999999999,0,High Value,66.67,0.0
2035,61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,No,Store Pickup,0,0,27,PayPal,Monthly,840,487.2,0,Mid Value,54.9,0.0
2036,53,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,No,Express,0,0,43,Bank Transfer,Weekly,3080,2525.6,1,High Value,86.27,0.0
2037,37,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,3.1,No,Next Day Air,0,0,46,Cash,Weekly,2961,1835.82,0,High Value,92.16,0.0
2038,39,Male,Belt,Accessories,87,Illinois,S,Green,Summer,4.3,No,Express,0,0,7,Venmo,Bi-Weekly,696,598.56,1,Mid Value,15.69,0.0
2039,53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Next Day Air,0,0,35,Credit Card,Fortnightly,2520,2217.6000000000004,1,High Value,70.59,0.0
2040,35,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,No,Next Day Air,0,0,31,Debit Card,Bi-Weekly,1632,1011.84,0,High Value,62.75,0.0
2041,69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Free Shipping,0,0,42,Venmo,Quarterly,1075,623.5,0,Mid Value,84.31,0.0
2042,66,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.2,No,Next Day Air,0,0,14,PayPal,Bi-Weekly,480,307.2,0,Mid Value,29.41,0.0
2043,19,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,4.0,No,2-Day Shipping,0,0,35,Venmo,Monthly,1872,1497.6000000000001,1,High Value,70.59,0.0
2044,47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,No,Standard,0,0,49,PayPal,Weekly,1650,891.0000000000001,0,High Value,98.04,0.0
2045,49,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3.0,No,Free Shipping,0,0,17,PayPal,Fortnightly,1224,734.4,0,Mid Value,35.29,0.0
2046,31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,No,Express,0,0,26,PayPal,Quarterly,540,475.20000000000005,1,Mid Value,52.94,0.0
2047,39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,No,Free Shipping,0,0,30,Cash,Every 3 Months,992,555.52,0,Mid Value,60.78,0.0
2048,58,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.1,No,Store Pickup,0,0,32,Cash,Annually,2706,1677.72,0,High Value,64.71,0.0
2049,45,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9,No,Express,0,0,35,Bank Transfer,Quarterly,2304,1797.1200000000001,0,High Value,70.59,0.0
2050,68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Standard,0,0,15,Venmo,Annually,384,207.36,0,Mid Value,31.37,0.0
2051,35,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Store Pickup,0,0,10,Debit Card,Annually,1056,718.0799999999999,0,Mid Value,21.57,0.0
2052,65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,0,0,14,Credit Card,Monthly,1410,1071.6,0,High Value,29.41,0.0
2053,45,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,2-Day Shipping,0,0,30,Bank Transfer,Annually,1488,1101.12,0,High Value,60.78,0.0
2054,19,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,2-Day Shipping,0,0,16,Credit Card,Fortnightly,1020,918.0,1,High Value,33.33,0.0
2055,65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,Express,0,0,14,PayPal,Annually,840,487.2,0,Mid Value,29.41,0.0
2056,28,Male,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4,No,2-Day Shipping,0,0,28,Bank Transfer,Weekly,957,650.76,0,Mid Value,56.86,0.0
2057,55,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,2-Day Shipping,0,0,29,PayPal,Monthly,1380,1214.4,1,High Value,58.82,0.0
2058,66,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,No,Standard,0,0,5,PayPal,Every 3 Months,222,186.48000000000002,1,Mid Value,11.76,0.0
2059,29,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,No,Store Pickup,0,0,17,Bank Transfer,Quarterly,1764,1164.2399999999998,0,High Value,35.29,0.0
2060,56,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,No,Express,0,0,50,PayPal,Weekly,2550,1887.0,0,High Value,100.0,0.0
2061,21,Male,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.2,No,Next Day Air,0,0,23,Bank Transfer,Quarterly,1512,967.6800000000001,0,High Value,47.06,0.0
2062,32,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,No,Store Pickup,0,0,22,Debit Card,Annually,1610,837.2,0,High Value,45.1,0.0
2063,54,Male,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.8,No,Standard,0,0,15,Cash,Quarterly,1008,564.4799999999999,0,Mid Value,31.37,0.0
2064,61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Standard,0,0,32,Cash,Monthly,2838,1646.04,0,High Value,64.71,0.0
2065,31,Male,Shoes,Footwear,99,Arkansas,M,Green,Summer,4.0,No,2-Day Shipping,0,0,5,Bank Transfer,Monthly,594,475.20000000000005,1,Mid Value,11.76,0.0
2066,27,Male,Sneakers,Footwear,40,Oregon,M,Blue,Spring,2.9,No,Free Shipping,0,0,6,Bank Transfer,Bi-Weekly,280,162.39999999999998,0,Mid Value,13.73,0.0
2067,64,Male,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4.7,No,Store Pickup,0,0,44,Debit Card,Fortnightly,4140,3891.6000000000004,1,High Value,88.24,0.0
2068,60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,2-Day Shipping,0,0,23,Cash,Fortnightly,504,312.48,0,Mid Value,47.06,0.0
2069,70,Male,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9,No,Store Pickup,0,0,44,Venmo,Monthly,3645,2843.1,0,High Value,88.24,0.0
2070,36,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,No,Free Shipping,0,0,3,Debit Card,Quarterly,328,223.04,0,Mid Value,7.84,0.0
2071,56,Male,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,3.1,No,Express,0,0,14,Cash,Monthly,1320,818.4,0,High Value,29.41,0.0
2072,69,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,No,Store Pickup,0,0,37,PayPal,Quarterly,3800,3648.0,1,High Value,74.51,0.0
2073,39,Male,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9,No,Next Day Air,0,0,22,Bank Transfer,Weekly,1518,1184.04,0,High Value,45.1,0.0
2074,38,Male,Belt,Accessories,25,Texas,S,Green,Winter,3.5,No,Next Day Air,0,0,2,PayPal,Every 3 Months,75,52.5,0,Mid Value,5.88,0.0
2075,36,Male,Scarf,Accessories,53,Florida,M,White,Summer,3.1,No,Free Shipping,0,0,44,Debit Card,Fortnightly,2385,1478.7,0,High Value,88.24,0.0
2076,46,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,No,Express,0,0,49,Debit Card,Monthly,1400,1316.0,1,High Value,98.04,0.0
2077,59,Male,Gloves,Accessories,23,Florida,S,Indigo,Fall,4.6,No,Free Shipping,0,0,22,Debit Card,Bi-Weekly,529,486.67999999999995,1,Mid Value,45.1,0.0
2078,64,Male,Scarf,Accessories,34,Nebraska,L,Orange,Fall,3.3,No,Free Shipping,0,0,26,Bank Transfer,Annually,918,605.8799999999999,0,Mid Value,52.94,0.0
2079,49,Male,Dress,Clothing,42,Hawaii,M,Blue,Spring,3.2,No,Next Day Air,0,0,40,Debit Card,Weekly,1722,1102.08,0,High Value,80.39,0.0
2080,32,Male,Jeans,Clothing,24,Montana,L,Violet,Summer,3.1,No,Next Day Air,0,0,16,PayPal,Quarterly,408,252.96,0,Mid Value,33.33,0.0
2081,29,Male,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,3.5,No,Free Shipping,0,0,17,Debit Card,Bi-Weekly,846,592.1999999999999,0,Mid Value,35.29,0.0
2082,24,Male,Coat,Outerwear,78,Alabama,S,Cyan,Spring,4.3,No,Standard,0,0,48,Bank Transfer,Bi-Weekly,3822,3286.92,1,High Value,96.08,0.0
2083,41,Male,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,2.9,No,Free Shipping,0,0,28,Venmo,Every 3 Months,2581,1496.9799999999998,0,High Value,56.86,0.0
2084,41,Male,Scarf,Accessories,59,Mississippi,L,Orange,Fall,2.7,No,Store Pickup,0,0,26,Credit Card,Fortnightly,1593,860.22,0,High Value,52.94,0.0
2085,32,Male,Blouse,Clothing,94,Vermont,S,Brown,Summer,4.0,No,Standard,0,0,43,Bank Transfer,Quarterly,4136,3308.8,1,High Value,86.27,0.0
2086,69,Male,Jeans,Clothing,49,New York,M,Teal,Fall,4.6,No,Free Shipping,0,0,38,Debit Card,Weekly,1911,1758.12,1,High Value,76.47,0.0
2087,65,Male,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.7,No,2-Day Shipping,0,0,36,Cash,Every 3 Months,3293,3095.42,1,High Value,72.55,0.0
2088,54,Male,Hat,Accessories,91,Wisconsin,M,Blue,Summer,4.7,No,Standard,0,0,1,Credit Card,Weekly,182,171.08,1,Mid Value,3.92,0.0
2089,39,Male,Sandals,Footwear,89,California,L,Orange,Spring,4.0,No,Standard,0,0,49,Debit Card,Annually,4450,3560.0,1,High Value,98.04,0.0
2090,37,Male,Jacket,Outerwear,57,Maryland,L,Gold,Spring,3.6,No,Free Shipping,0,0,41,Credit Card,Every 3 Months,2394,1723.6799999999998,0,High Value,82.35,0.0
2091,51,Male,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4,No,Free Shipping,0,0,21,Debit Card,Monthly,1562,1062.1599999999999,0,High Value,43.14,0.0
2092,26,Male,Jeans,Clothing,97,Washington,XL,Beige,Fall,3.0,No,Next Day Air,0,0,24,Bank Transfer,Quarterly,2425,1455.0,0,High Value,49.02,0.0
2093,42,Male,Sandals,Footwear,45,Minnesota,M,Silver,Fall,2.6,No,Next Day Air,0,0,27,Bank Transfer,Weekly,1260,655.2,0,Mid Value,54.9,0.0
2094,21,Male,Dress,Clothing,91,Washington,M,Maroon,Spring,4.2,No,Store Pickup,0,0,4,Debit Card,Annually,455,382.20000000000005,1,Mid Value,9.8,0.0
2095,53,Male,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,No,Standard,0,0,19,Venmo,Annually,500,339.99999999999994,0,Mid Value,39.22,0.0
2096,36,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4.0,No,Store Pickup,0,0,1,Bank Transfer,Fortnightly,126,100.80000000000001,1,Mid Value,3.92,0.0
2097,21,Male,Dress,Clothing,52,North Carolina,L,Blue,Summer,4.7,No,Free Shipping,0,0,27,Debit Card,Annually,1456,1368.64,1,High Value,54.9,0.0
2098,33,Male,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,3.9,No,Next Day Air,0,0,5,Credit Card,Weekly,258,201.24,0,Mid Value,11.76,0.0
2099,49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,No,2-Day Shipping,0,0,20,Venmo,Quarterly,588,388.0799999999999,0,Mid Value,41.18,0.0
2100,31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Express,0,0,50,PayPal,Annually,3978,2307.24,0,High Value,100.0,0.0
2101,68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,Free Shipping,0,0,36,Cash,Fortnightly,1147,1009.3600000000001,1,High Value,72.55,0.0
2102,49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Next Day Air,0,0,12,Bank Transfer,Bi-Weekly,299,215.28,0,Mid Value,25.49,0.0
2103,23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,Store Pickup,0,0,23,Cash,Monthly,600,540.0,1,Mid Value,47.06,0.0
2104,30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,Store Pickup,0,0,21,Venmo,Weekly,1892,1400.08,0,High Value,43.14,0.0
2105,53,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.8,No,Free Shipping,0,0,47,Venmo,Weekly,4224,2365.4399999999996,0,High Value,94.12,0.0
2106,65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,0,0,38,Venmo,Bi-Weekly,1365,1228.5,1,High Value,76.47,0.0
2107,60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Standard,0,0,40,Credit Card,Every 3 Months,1394,1226.7200000000003,1,High Value,80.39,0.0
2108,46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,No,Standard,0,0,35,PayPal,Quarterly,2700,1781.9999999999998,0,High Value,70.59,0.0
2109,54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Express,0,0,4,Credit Card,Quarterly,230,193.20000000000002,1,Mid Value,9.8,0.0
2110,59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,No,Free Shipping,0,0,28,Venmo,Every 3 Months,899,485.46000000000004,0,Mid Value,56.86,0.0
2111,52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Store Pickup,0,0,36,Debit Card,Every 3 Months,3441,2683.98,0,High Value,72.55,0.0
2112,41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Free Shipping,0,0,15,Bank Transfer,Annually,1360,707.2,0,Mid Value,31.37,0.0
2113,43,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,No,2-Day Shipping,0,0,7,Cash,Fortnightly,544,489.6,1,Mid Value,15.69,0.0
2114,63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Store Pickup,0,0,29,PayPal,Every 3 Months,1200,648.0,0,Mid Value,58.82,0.0
2115,37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Standard,0,0,12,Debit Card,Annually,663,384.53999999999996,0,Mid Value,25.49,0.0
2116,44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Store Pickup,0,0,16,Bank Transfer,Bi-Weekly,1445,982.5999999999999,0,High Value,33.33,0.0
2117,67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,Express,0,0,50,Debit Card,Bi-Weekly,1173,680.3399999999999,0,Mid Value,100.0,0.0
2118,27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Free Shipping,0,0,11,Debit Card,Annually,336,255.36,0,Mid Value,23.53,0.0
2119,60,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,No,2-Day Shipping,0,0,28,Debit Card,Quarterly,1276,1071.8400000000001,1,High Value,56.86,0.0
2120,58,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,No,Store Pickup,0,0,36,Venmo,Bi-Weekly,2109,1476.3,0,High Value,72.55,0.0
2121,53,Male,Scarf,Accessories,98,Missouri,S,Red,Fall,3.1,No,Next Day Air,0,0,38,PayPal,Quarterly,3822,2369.64,0,High Value,76.47,0.0
2122,43,Male,Backpack,Accessories,68,Alaska,M,Olive,Winter,3.5,No,2-Day Shipping,0,0,32,Bank Transfer,Monthly,2244,1570.8,0,High Value,64.71,0.0
2123,32,Male,Jacket,Outerwear,36,Virginia,L,Teal,Fall,4.0,No,Express,0,0,42,Debit Card,Weekly,1548,1238.4,1,High Value,84.31,0.0
2124,54,Male,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,3.7,No,Express,0,0,22,Debit Card,Bi-Weekly,1633,1208.42,0,High Value,45.1,0.0
2125,47,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.2,No,Next Day Air,0,0,22,Venmo,Quarterly,1380,1159.2,1,High Value,45.1,0.0
2126,57,Male,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,No,Store Pickup,0,0,31,PayPal,Quarterly,2784,2672.64,1,High Value,62.75,0.0
